fan_id,acquisition_date,market,segment,acquisition_channel,age_group,gender,country_of_origin,email_opt_in,app_downloaded,ticket_purchase_intent,merch_purchase_intent,season_ticket_conversion,predicted_ltv_usd,engagement_score,churn_risk
FAN034297,2026-07-08,Miami,New to Soccer,Digital Ad,25-34,Male,Brazil,True,False,0,0,0,85.96,46.2,Medium
FAN034298,2026-07-18,Denver,Casual Viewer,Social Media,25-34,Female,Mexico,True,True,1,0,0,101.2,26.2,Low
FAN034299,2026-07-07,Dallas,Converted Fan,Digital Ad,25-34,Female,Other,True,False,0,0,1,342.29,50.9,Low
FAN034300,2026-07-05,Atlanta,Casual Viewer,In-Stadium,45-54,Male,USA,True,False,0,0,1,174.3,62.7,Low
FAN034301,2026-08-21,Chicago,Lapsed Fan,In-Stadium,35-44,Female,Mexico,False,False,0,0,0,198.51,76.2,Medium
FAN034302,2026-06-29,Los Angeles,Casual Viewer,Social Media,25-34,Male,England,True,False,0,1,0,158.62,43.9,High
FAN034303,2026-06-15,Los Angeles,Converted Fan,Digital Ad,25-34,Male,Brazil,True,False,1,1,1,337.03,85.0,Medium
FAN034304,2026-08-30,Houston,Casual Viewer,Digital Ad,25-34,Female,USA,False,True,0,1,0,156.96,50.2,Low
FAN034305,2026-08-15,Chicago,Casual Viewer,Partner Referral,35-44,Male,Argentina,True,True,0,0,1,79.94,28.6,Low
FAN034306,2026-07-01,Atlanta,Converted Fan,Email Campaign,45-54,Male,Other,True,False,0,1,1,395.23,59.3,Medium
FAN034307,2026-06-24,New York,Converted Fan,Partner Referral,25-34,Female,Other,True,False,0,1,1,363.21,62.5,High
FAN034308,2026-07-21,Miami,Converted Fan,Digital Ad,45-54,Male,USA,False,True,0,0,1,282.9,33.0,Low
FAN034309,2026-06-18,Chicago,Lapsed Fan,Social Media,35-44,Female,USA,False,True,0,1,1,171.59,41.1,Low
FAN034310,2026-07-04,Other,Converted Fan,Digital Ad,35-44,Female,Colombia,True,True,0,0,1,502.03,38.4,Low
FAN034311,2026-06-19,Boston,Casual Viewer,Email Campaign,25-34,Female,USA,True,True,0,0,0,164.5,46.2,Medium
FAN034312,2026-07-13,Chicago,Casual Viewer,Digital Ad,55+,Male,USA,False,True,0,1,0,116.95,62.5,High
FAN034313,2026-06-14,Dallas,Casual Viewer,Digital Ad,25-34,Non-binary/Other,USA,True,False,0,1,0,149.26,55.3,High
FAN034314,2026-07-16,Boston,Casual Viewer,Partner Referral,45-54,Male,Mexico,True,True,0,0,0,138.38,43.9,Low
FAN034315,2026-07-21,New York,Converted Fan,Email Campaign,35-44,Male,USA,True,False,0,1,1,381.83,29.9,Medium
FAN034316,2026-07-06,Dallas,Casual Viewer,Social Media,25-34,Female,USA,True,False,0,0,0,187.92,58.2,Medium
FAN034317,2026-06-24,New York,New to Soccer,Social Media,25-34,Male,USA,True,False,0,1,0,79.64,69.6,Medium
FAN034318,2026-06-20,Los Angeles,Converted Fan,Social Media,25-34,Male,Mexico,True,False,1,0,0,364.34,46.2,High
FAN034319,2026-06-29,Houston,Lapsed Fan,Social Media,25-34,Male,Mexico,True,True,1,1,0,172.11,61.5,Low
FAN034320,2026-07-05,Other,Casual Viewer,Digital Ad,35-44,Female,USA,True,False,0,0,1,86.64,72.9,Medium
FAN034321,2026-07-17,Other,Casual Viewer,In-Stadium,35-44,Female,USA,True,False,0,0,0,141.84,84.5,Medium
FAN034322,2026-06-11,Denver,New to Soccer,Digital Ad,35-44,Male,England,True,True,0,0,0,94.83,58.6,Medium
FAN034323,2026-07-26,New York,Converted Fan,Social Media,25-34,Female,Mexico,True,False,0,1,0,262.73,85.6,High
FAN034324,2026-07-26,Atlanta,Casual Viewer,Social Media,18-24,Female,USA,False,False,0,0,0,99.24,77.0,Medium
FAN034325,2026-07-05,Boston,Casual Viewer,Digital Ad,45-54,Female,England,False,False,0,0,0,130.53,6.0,Medium
FAN034326,2026-07-01,Houston,Casual Viewer,Partner Referral,25-34,Male,USA,True,False,0,0,1,152.69,59.7,Low
FAN034327,2026-08-19,Los Angeles,Converted Fan,Social Media,25-34,Male,USA,True,True,0,0,1,404.62,34.5,High
FAN034328,2026-08-07,Boston,Casual Viewer,Digital Ad,25-34,Male,USA,False,False,1,1,1,151.27,64.3,Low
FAN034329,2026-10-22,New York,New to Soccer,Email Campaign,18-24,Male,Argentina,True,False,0,0,0,67.89,39.3,Medium
FAN034330,2026-07-02,Dallas,Casual Viewer,Digital Ad,25-34,Male,USA,True,True,0,0,0,125.86,23.8,High
FAN034331,2026-09-09,Dallas,New to Soccer,Social Media,18-24,Male,Mexico,True,True,0,0,0,92.63,68.8,Low
FAN034332,2026-06-19,Miami,Lapsed Fan,TV Promotion,35-44,Female,USA,False,True,0,1,0,239.53,44.1,High
FAN034333,2026-07-03,Atlanta,Lapsed Fan,In-Stadium,18-24,Female,USA,False,False,0,0,0,159.84,46.0,High
FAN034334,2026-07-05,Los Angeles,Casual Viewer,Email Campaign,35-44,Male,Other,True,False,0,1,0,161.27,35.5,Medium
FAN034335,2026-07-04,Houston,New to Soccer,Digital Ad,25-34,Female,USA,False,True,0,0,0,87.13,52.4,Low
FAN034336,2026-07-16,Boston,Lapsed Fan,Email Campaign,45-54,Male,Other,False,False,0,1,0,168.84,78.7,Low
FAN034337,2026-06-23,San Francisco,Converted Fan,Social Media,35-44,Male,Mexico,True,False,0,0,1,364.71,40.2,High
FAN034338,2026-08-26,Miami,New to Soccer,Digital Ad,18-24,Male,Brazil,True,False,0,0,0,102.52,54.5,High
FAN034339,2026-07-10,Los Angeles,Casual Viewer,Digital Ad,18-24,Non-binary/Other,USA,True,False,0,0,0,176.56,69.8,Medium
FAN034340,2026-09-08,Los Angeles,Converted Fan,Digital Ad,18-24,Female,England,True,False,0,0,1,303.84,45.8,Low
FAN034341,2026-06-11,Boston,Lapsed Fan,Digital Ad,35-44,Male,USA,True,False,0,1,1,198.12,26.9,Low
FAN034342,2026-07-16,New York,New to Soccer,Digital Ad,35-44,Male,USA,True,True,0,1,0,104.96,70.4,Medium
FAN034343,2026-07-03,Dallas,New to Soccer,Organic Search,45-54,Non-binary/Other,Colombia,True,True,0,0,0,85.79,21.4,High
FAN034344,2026-07-07,Los Angeles,Casual Viewer,Social Media,45-54,Male,USA,True,False,0,0,1,131.02,85.2,Low
FAN034345,2026-07-31,Dallas,Lapsed Fan,Social Media,55+,Male,Mexico,False,True,0,0,0,252.75,92.5,Low
FAN034346,2026-06-26,Los Angeles,New to Soccer,Partner Referral,45-54,Female,Mexico,True,False,0,1,0,82.92,56.1,Medium
FAN034347,2026-06-25,Chicago,Casual Viewer,TV Promotion,45-54,Female,Brazil,False,True,0,0,0,164.04,34.9,High
FAN034348,2026-07-25,Boston,Casual Viewer,Digital Ad,45-54,Male,USA,False,True,0,0,1,111.62,20.9,Medium
FAN034349,2026-07-08,Boston,Lapsed Fan,Email Campaign,45-54,Female,USA,True,True,1,0,0,197.08,48.4,High
FAN034350,2026-06-26,Los Angeles,Converted Fan,Email Campaign,18-24,Male,England,True,False,0,0,1,373.01,75.3,Medium
FAN034351,2026-07-06,Chicago,Casual Viewer,Email Campaign,55+,Male,England,True,True,1,0,0,162.0,80.7,High
FAN034352,2026-07-05,Houston,Converted Fan,Social Media,25-34,Male,Mexico,False,True,1,0,1,486.56,30.6,Medium
FAN034353,2026-07-23,Miami,New to Soccer,Digital Ad,18-24,Female,USA,True,False,0,0,0,105.11,55.5,Medium
FAN034354,2026-06-11,Boston,Casual Viewer,Social Media,55+,Male,Other,True,False,0,0,1,128.03,36.5,Medium
FAN034355,2026-07-12,New York,Casual Viewer,In-Stadium,35-44,Male,Other,True,False,0,0,1,132.21,82.6,High
FAN034356,2026-07-14,New York,New to Soccer,Email Campaign,35-44,Male,Colombia,False,False,0,0,0,60.64,22.1,Low
FAN034357,2026-07-31,New York,Converted Fan,Digital Ad,35-44,Male,Mexico,True,False,1,0,1,370.46,49.6,Low
FAN034358,2026-09-02,Los Angeles,Lapsed Fan,Email Campaign,18-24,Female,Germany,True,True,1,1,1,259.38,54.4,Low
FAN034359,2026-07-04,New York,Lapsed Fan,Partner Referral,35-44,Male,USA,False,False,0,0,1,224.35,14.5,Medium
FAN034360,2026-06-30,Other,Casual Viewer,Social Media,25-34,Female,USA,True,True,0,1,1,151.39,42.7,Medium
FAN034361,2026-06-20,New York,Casual Viewer,In-Stadium,35-44,Female,Mexico,True,False,0,1,0,177.46,52.7,Low
FAN034362,2026-06-30,New York,Lapsed Fan,Digital Ad,35-44,Female,Argentina,True,True,0,0,0,284.37,47.3,Medium
FAN034363,2026-06-17,Houston,Lapsed Fan,Partner Referral,35-44,Female,Colombia,True,True,0,1,0,237.21,45.0,Low
FAN034364,2026-08-10,Other,Casual Viewer,Social Media,25-34,Female,USA,True,True,0,1,0,167.46,66.8,Medium
FAN034365,2026-08-11,Other,Converted Fan,Email Campaign,35-44,Non-binary/Other,Brazil,True,False,0,1,0,268.6,78.6,Low
FAN034366,2026-07-03,Dallas,New to Soccer,Social Media,18-24,Male,Mexico,True,True,0,0,1,104.77,22.7,Medium
FAN034367,2026-06-27,New York,Converted Fan,Email Campaign,25-34,Male,USA,True,False,0,0,1,390.6,52.5,High
FAN034368,2026-06-21,New York,Casual Viewer,Digital Ad,55+,Male,Mexico,True,False,0,0,0,121.9,29.6,High
FAN034369,2026-08-22,Los Angeles,Converted Fan,Digital Ad,25-34,Non-binary/Other,Other,False,False,0,1,0,442.15,36.2,High
FAN034370,2026-08-29,New York,Casual Viewer,Social Media,35-44,Male,Brazil,True,False,0,0,0,153.76,78.8,Low
FAN034371,2026-06-27,Boston,Converted Fan,Social Media,55+,Female,USA,False,True,0,1,1,339.74,45.4,High
FAN034372,2026-07-15,Other,Lapsed Fan,Partner Referral,45-54,Male,Argentina,False,False,0,1,1,189.81,69.3,Medium
FAN034373,2026-06-27,New York,Casual Viewer,Organic Search,25-34,Female,Other,True,True,1,1,0,164.48,15.9,Low
FAN034374,2026-06-26,Chicago,Casual Viewer,Digital Ad,45-54,Female,USA,True,False,0,0,0,159.77,72.0,High
FAN034375,2026-06-13,Denver,Casual Viewer,Social Media,45-54,Male,USA,True,True,0,0,1,103.5,28.2,Low
FAN034376,2026-07-12,San Francisco,Converted Fan,Digital Ad,25-34,Male,USA,True,False,0,1,1,426.05,0.3,High
FAN034377,2026-06-22,Atlanta,Casual Viewer,Social Media,45-54,Female,Brazil,True,False,0,1,0,120.39,44.8,Medium
FAN034378,2026-06-12,Other,Casual Viewer,Social Media,35-44,Female,Argentina,True,True,0,0,0,151.64,64.5,High
FAN034379,2026-06-20,Chicago,Casual Viewer,Social Media,55+,Female,Other,True,True,0,0,0,110.03,50.0,Medium
FAN034380,2026-06-29,San Francisco,Converted Fan,In-Stadium,35-44,Male,Other,True,False,1,1,1,381.82,64.5,Medium
FAN034381,2026-07-21,San Francisco,Converted Fan,In-Stadium,35-44,Female,England,False,False,0,1,0,411.8,74.2,Medium
FAN034382,2026-06-25,Dallas,Converted Fan,In-Stadium,25-34,Female,Mexico,True,True,1,0,1,369.65,60.2,Low
FAN034383,2026-09-02,Los Angeles,Lapsed Fan,Social Media,25-34,Male,Mexico,True,False,0,0,0,253.12,31.2,Low
FAN034384,2026-06-28,Seattle,Casual Viewer,Digital Ad,45-54,Male,Mexico,True,True,0,0,0,114.6,25.6,Medium
FAN034385,2026-06-30,Boston,New to Soccer,Partner Referral,25-34,Female,Brazil,True,False,0,0,1,93.75,37.7,High
FAN034386,2026-06-26,Houston,Lapsed Fan,Partner Referral,25-34,Male,USA,True,False,0,1,1,257.45,47.8,Low
FAN034387,2026-06-27,Chicago,Casual Viewer,Partner Referral,45-54,Female,USA,True,False,0,0,1,134.62,25.9,Medium
FAN034388,2026-06-18,New York,Converted Fan,Organic Search,18-24,Female,USA,True,False,0,0,1,406.71,32.6,High
FAN034389,2026-06-29,Atlanta,Converted Fan,Digital Ad,35-44,Male,Germany,True,False,0,0,0,347.97,27.9,High
FAN034390,2026-08-24,Los Angeles,Lapsed Fan,Social Media,35-44,Female,Other,True,False,0,1,0,213.87,35.2,Low
FAN034391,2026-07-23,Houston,Casual Viewer,Organic Search,35-44,Female,USA,False,False,0,0,0,91.44,35.1,High
FAN034392,2026-08-29,Chicago,Casual Viewer,In-Stadium,55+,Male,Germany,False,True,1,0,0,149.92,57.3,Low
FAN034393,2026-06-20,Dallas,Casual Viewer,Digital Ad,25-34,Male,Colombia,True,False,0,0,0,112.59,35.6,Low
FAN034394,2026-07-05,Chicago,New to Soccer,Email Campaign,25-34,Male,Germany,True,True,0,0,0,102.21,51.3,Medium
FAN034395,2026-06-26,New York,Lapsed Fan,TV Promotion,45-54,Female,USA,True,False,1,0,1,187.29,61.9,Medium
FAN034396,2026-07-27,Atlanta,Casual Viewer,Email Campaign,25-34,Female,Brazil,True,False,0,0,0,126.41,82.1,High
FAN034397,2026-10-14,Los Angeles,New to Soccer,Digital Ad,45-54,Male,USA,True,True,0,0,0,92.33,51.0,Low
FAN034398,2026-08-13,New York,Casual Viewer,Email Campaign,35-44,Female,USA,False,True,0,0,1,146.52,80.0,Medium
FAN034399,2026-06-14,Los Angeles,Lapsed Fan,Partner Referral,35-44,Female,Other,True,True,0,0,0,217.78,32.1,High
FAN034400,2026-06-29,Houston,New to Soccer,Digital Ad,18-24,Male,Mexico,True,True,0,1,1,124.74,29.1,Medium
FAN034401,2026-06-14,Chicago,Lapsed Fan,Email Campaign,45-54,Male,Brazil,False,False,1,0,0,185.07,84.7,Low
FAN034402,2026-06-15,Seattle,Casual Viewer,Digital Ad,18-24,Male,Mexico,False,False,0,0,1,139.19,20.7,Low
FAN034403,2026-06-18,Los Angeles,Converted Fan,Digital Ad,45-54,Male,Brazil,True,True,1,1,1,379.26,84.1,Medium
FAN034404,2026-06-28,Boston,Converted Fan,In-Stadium,25-34,Female,Mexico,True,True,0,0,1,285.92,56.2,Medium
FAN034405,2026-06-29,New York,Lapsed Fan,Email Campaign,18-24,Female,USA,False,True,1,0,1,296.3,85.1,High
FAN034406,2026-07-03,Houston,Casual Viewer,Email Campaign,18-24,Male,Other,True,False,0,1,1,185.32,39.7,Low
FAN034407,2026-07-03,Atlanta,Lapsed Fan,Digital Ad,18-24,Male,Other,True,True,0,0,0,215.5,45.8,High
FAN034408,2026-08-04,Chicago,Casual Viewer,Digital Ad,35-44,Male,Mexico,True,True,0,0,0,116.68,57.8,Low
FAN034409,2026-06-22,Other,Lapsed Fan,Digital Ad,45-54,Female,Other,True,False,1,1,0,221.99,18.8,High
FAN034410,2026-06-23,Dallas,Casual Viewer,Email Campaign,18-24,Male,Other,True,False,0,1,0,114.97,59.3,Low
FAN034411,2026-07-16,Boston,New to Soccer,Digital Ad,25-34,Female,USA,True,False,0,0,0,66.01,39.2,Medium
FAN034412,2026-07-11,Houston,New to Soccer,Digital Ad,25-34,Male,Other,True,False,0,0,0,91.77,14.8,Medium
FAN034413,2026-06-23,Chicago,Converted Fan,Email Campaign,25-34,Non-binary/Other,USA,True,False,1,0,0,387.53,66.9,High
FAN034414,2026-08-22,New York,Lapsed Fan,Email Campaign,35-44,Female,Brazil,True,False,1,0,0,206.82,78.2,Medium
FAN034415,2026-06-30,New York,New to Soccer,Social Media,25-34,Male,USA,False,False,0,0,1,82.05,56.7,Medium
FAN034416,2026-07-01,Miami,Lapsed Fan,TV Promotion,35-44,Female,Mexico,True,False,1,1,0,223.15,65.7,High
FAN034417,2026-07-04,Dallas,New to Soccer,Social Media,25-34,Male,USA,True,False,0,0,0,88.94,39.1,High
FAN034418,2026-06-30,Other,Casual Viewer,Partner Referral,45-54,Male,Colombia,True,True,0,0,1,158.24,75.1,High
FAN034419,2026-07-10,Atlanta,Casual Viewer,Social Media,18-24,Male,USA,False,False,0,1,0,150.48,49.8,High
FAN034420,2026-07-02,Atlanta,Casual Viewer,Partner Referral,25-34,Female,Argentina,True,False,0,0,1,185.79,50.1,Low
FAN034421,2026-06-27,Los Angeles,Lapsed Fan,In-Stadium,18-24,Male,USA,True,False,0,0,1,203.13,56.9,Low
FAN034422,2026-09-08,Chicago,Converted Fan,Partner Referral,18-24,Male,Other,True,False,0,1,0,377.8,19.2,High
FAN034423,2026-06-29,New York,New to Soccer,Email Campaign,25-34,Male,Mexico,False,False,0,0,1,102.77,55.6,Low
FAN034424,2026-07-24,Miami,Casual Viewer,Email Campaign,35-44,Female,USA,True,False,0,0,1,152.38,63.3,High
FAN034425,2026-07-01,New York,Converted Fan,Email Campaign,45-54,Male,USA,False,True,1,0,0,407.22,67.7,Medium
FAN034426,2026-07-04,Houston,Casual Viewer,Partner Referral,25-34,Female,Mexico,False,True,0,0,0,142.6,60.7,High
FAN034427,2026-06-26,Miami,Lapsed Fan,Organic Search,55+,Male,Mexico,True,False,0,1,0,222.17,49.1,Medium
FAN034428,2026-08-01,Los Angeles,Casual Viewer,Social Media,18-24,Male,Mexico,False,False,1,0,1,116.17,41.7,High
FAN034429,2026-07-30,Boston,Casual Viewer,Digital Ad,18-24,Male,USA,True,True,0,0,0,155.83,35.8,High
FAN034430,2026-06-13,Dallas,Casual Viewer,Digital Ad,18-24,Male,USA,True,False,0,0,0,170.33,60.7,Medium
FAN034431,2026-06-17,New York,Converted Fan,In-Stadium,45-54,Male,Brazil,True,False,1,1,1,430.29,31.3,High
FAN034432,2026-09-17,Other,Lapsed Fan,Digital Ad,45-54,Female,Mexico,False,True,0,0,0,251.95,58.7,Low
FAN034433,2026-09-02,Miami,Lapsed Fan,Digital Ad,18-24,Female,Mexico,True,True,0,1,1,176.7,68.6,High
FAN034434,2026-07-07,New York,New to Soccer,Organic Search,25-34,Female,USA,True,False,0,1,0,97.81,33.9,Medium
FAN034435,2026-07-07,Chicago,Converted Fan,In-Stadium,25-34,Female,USA,True,True,1,0,0,377.05,66.5,Medium
FAN034436,2026-08-12,Other,Lapsed Fan,Organic Search,18-24,Male,Mexico,False,False,0,1,0,182.0,81.6,Low
FAN034437,2026-06-22,Denver,Converted Fan,Digital Ad,25-34,Female,Brazil,False,True,0,0,1,373.26,74.7,High
FAN034438,2026-07-19,New York,Lapsed Fan,Email Campaign,45-54,Male,England,False,False,0,1,1,220.98,80.0,Low
FAN034439,2026-07-06,Atlanta,New to Soccer,Social Media,35-44,Female,USA,True,True,0,0,0,112.89,54.2,Medium
FAN034440,2026-07-31,Dallas,New to Soccer,Partner Referral,55+,Male,USA,False,False,0,1,0,107.95,38.4,Medium
FAN034441,2026-06-14,New York,Converted Fan,Social Media,18-24,Male,Other,True,False,0,0,0,333.81,71.6,Medium
FAN034442,2026-07-13,Boston,Converted Fan,TV Promotion,45-54,Male,USA,False,True,0,1,1,421.54,45.5,Medium
FAN034443,2026-07-10,Chicago,New to Soccer,Digital Ad,18-24,Female,USA,True,False,0,0,0,57.38,74.6,Medium
FAN034444,2026-08-19,Chicago,Casual Viewer,TV Promotion,35-44,Female,USA,False,False,0,1,0,148.8,89.5,Medium
FAN034445,2026-07-21,Chicago,Casual Viewer,Social Media,35-44,Male,USA,True,False,0,0,0,158.07,46.2,High
FAN034446,2026-08-30,Miami,Casual Viewer,Digital Ad,25-34,Female,USA,False,True,1,0,0,131.97,93.2,High
FAN034447,2026-09-02,San Francisco,Casual Viewer,Social Media,18-24,Female,Mexico,True,True,0,1,1,149.45,32.9,Low
FAN034448,2026-07-03,Dallas,Converted Fan,In-Stadium,25-34,Male,USA,True,False,1,1,1,326.06,66.5,Low
FAN034449,2026-06-22,Los Angeles,Lapsed Fan,Email Campaign,25-34,Non-binary/Other,Mexico,True,True,0,0,0,203.03,57.4,Medium
FAN034450,2026-07-16,San Francisco,Converted Fan,Social Media,55+,Male,England,True,False,1,1,1,370.16,43.6,Medium
FAN034451,2026-08-28,New York,Casual Viewer,Digital Ad,18-24,Male,USA,True,True,0,1,1,133.53,27.7,Low
FAN034452,2026-06-18,Other,New to Soccer,Social Media,25-34,Female,Mexico,True,True,0,0,0,126.4,23.0,Low
FAN034453,2026-07-10,Houston,Casual Viewer,Social Media,45-54,Female,USA,False,True,0,0,1,164.9,43.0,Medium
FAN034454,2026-06-20,New York,Converted Fan,Social Media,35-44,Female,USA,True,False,0,1,1,491.18,27.4,Medium
FAN034455,2026-06-14,Miami,Casual Viewer,Digital Ad,25-34,Non-binary/Other,USA,False,True,0,0,0,153.33,15.5,Medium
FAN034456,2026-07-22,Miami,New to Soccer,Email Campaign,25-34,Female,Mexico,True,False,0,0,0,89.84,60.0,Low
FAN034457,2026-07-22,New York,New to Soccer,Partner Referral,35-44,Male,USA,True,False,0,0,0,99.96,60.1,Medium
FAN034458,2026-07-13,New York,New to Soccer,Digital Ad,45-54,Female,Mexico,True,False,0,0,0,103.32,74.0,Medium
FAN034459,2026-08-24,Other,Converted Fan,Email Campaign,25-34,Female,Mexico,True,True,1,1,1,395.73,32.9,Low
FAN034460,2026-06-18,Chicago,Casual Viewer,Social Media,18-24,Male,Argentina,False,False,0,0,0,136.55,59.8,High
FAN034461,2026-06-20,Los Angeles,Casual Viewer,Digital Ad,25-34,Female,Mexico,True,False,0,0,1,136.63,28.2,Medium
FAN034462,2026-08-25,Miami,New to Soccer,Digital Ad,35-44,Male,Argentina,False,False,0,0,0,103.26,89.3,Medium
FAN034463,2026-07-07,New York,New to Soccer,Social Media,35-44,Male,USA,True,False,0,0,0,64.54,73.9,Low
FAN034464,2026-06-28,New York,Casual Viewer,Email Campaign,18-24,Male,Other,False,True,0,0,0,121.96,88.0,Medium
FAN034465,2026-07-30,New York,Casual Viewer,Digital Ad,18-24,Female,USA,True,False,0,0,1,139.04,54.5,High
FAN034466,2026-09-04,Seattle,New to Soccer,In-Stadium,35-44,Female,Mexico,True,False,0,1,0,118.66,84.2,Low
FAN034467,2026-07-23,Los Angeles,Casual Viewer,Social Media,25-34,Male,Other,True,False,0,0,1,177.25,37.9,Low
FAN034468,2026-08-08,Houston,Converted Fan,Partner Referral,45-54,Female,Germany,False,False,0,1,0,400.07,69.9,High
FAN034469,2026-06-28,Los Angeles,Casual Viewer,Social Media,45-54,Female,Other,True,False,0,0,0,118.52,80.9,Low
FAN034470,2026-06-28,Miami,Casual Viewer,Organic Search,35-44,Male,Argentina,True,True,0,0,1,164.99,45.1,Low
FAN034471,2026-08-25,Houston,Casual Viewer,In-Stadium,55+,Female,USA,True,True,0,0,0,142.05,100.0,High
FAN034472,2026-07-15,Chicago,New to Soccer,In-Stadium,25-34,Male,Other,True,True,0,0,0,104.91,49.6,Medium
FAN034473,2026-06-26,Chicago,Casual Viewer,Digital Ad,25-34,Male,Germany,True,True,0,0,0,190.71,56.0,Medium
FAN034474,2026-07-08,Dallas,Converted Fan,Partner Referral,25-34,Male,Other,True,True,0,1,1,569.88,93.1,Medium
FAN034475,2026-07-23,Atlanta,Converted Fan,Email Campaign,18-24,Non-binary/Other,Other,False,False,1,0,1,357.92,71.6,Medium
FAN034476,2026-06-26,Los Angeles,New to Soccer,Social Media,25-34,Male,Mexico,False,False,0,1,0,90.6,34.6,Low
FAN034477,2026-07-19,Miami,Casual Viewer,Email Campaign,55+,Male,Other,True,True,0,1,0,146.98,60.4,Low
FAN034478,2026-06-15,Atlanta,Lapsed Fan,Social Media,25-34,Male,USA,True,True,0,0,0,241.45,57.2,High
FAN034479,2026-06-29,New York,Lapsed Fan,Social Media,25-34,Male,Brazil,False,False,0,0,0,209.2,100.0,High
FAN034480,2026-07-21,Other,Casual Viewer,In-Stadium,35-44,Female,USA,True,False,0,0,0,153.14,71.8,Low
FAN034481,2026-06-22,Boston,Lapsed Fan,Digital Ad,25-34,Male,USA,True,True,0,0,0,188.28,68.3,Low
FAN034482,2026-06-26,Chicago,Casual Viewer,Organic Search,45-54,Female,USA,True,False,1,0,0,149.39,41.1,Medium
FAN034483,2026-08-30,Chicago,Lapsed Fan,Social Media,25-34,Female,USA,True,False,1,1,1,243.83,43.0,Low
FAN034484,2026-07-21,Los Angeles,Casual Viewer,Social Media,25-34,Female,Argentina,True,True,0,0,1,144.98,37.2,Medium
FAN034485,2026-07-07,Los Angeles,Casual Viewer,Email Campaign,18-24,Male,Colombia,True,False,0,0,0,151.91,57.2,Medium
FAN034486,2026-06-25,Miami,Converted Fan,Digital Ad,55+,Male,USA,True,False,0,0,1,291.23,20.1,Low
FAN034487,2026-06-30,New York,Lapsed Fan,Digital Ad,45-54,Male,Other,True,False,0,0,1,201.54,34.9,Medium
FAN034488,2026-07-11,New York,Casual Viewer,Organic Search,35-44,Male,Other,True,False,0,0,1,108.52,41.7,Medium
FAN034489,2026-06-23,Other,Converted Fan,Partner Referral,25-34,Female,USA,False,False,0,0,1,398.71,85.7,Low
FAN034490,2026-07-06,Los Angeles,Converted Fan,Digital Ad,18-24,Male,USA,False,True,0,1,0,435.29,80.0,Medium
FAN034491,2026-07-03,Seattle,New to Soccer,Email Campaign,25-34,Male,Other,False,True,0,0,0,94.03,61.2,Medium
FAN034492,2026-07-06,Dallas,Converted Fan,In-Stadium,55+,Female,Germany,False,True,1,0,1,413.98,41.9,High
FAN034493,2026-06-20,Houston,Casual Viewer,Organic Search,35-44,Female,Brazil,True,True,0,0,0,157.14,64.3,Low
FAN034494,2026-06-20,San Francisco,Casual Viewer,Partner Referral,25-34,Male,USA,False,False,0,0,1,129.52,58.5,Medium
FAN034495,2026-10-11,New York,Converted Fan,Social Media,25-34,Male,USA,True,True,1,1,1,334.04,31.1,High
FAN034496,2026-10-19,Boston,New to Soccer,Digital Ad,35-44,Male,Brazil,True,True,0,0,0,90.13,89.1,Medium
FAN034497,2026-07-04,Atlanta,Converted Fan,Digital Ad,25-34,Male,USA,True,False,0,1,1,257.04,61.7,Low
FAN034498,2026-08-08,Los Angeles,New to Soccer,Social Media,25-34,Male,Brazil,True,False,0,0,1,88.59,75.5,High
FAN034499,2026-07-19,Los Angeles,Converted Fan,Social Media,35-44,Male,USA,True,False,1,0,1,395.75,58.6,High
FAN034500,2026-06-21,New York,New to Soccer,Social Media,18-24,Female,Mexico,True,False,0,0,0,111.22,60.0,Medium
FAN034501,2026-06-29,Atlanta,Converted Fan,Digital Ad,45-54,Male,USA,True,True,1,1,0,332.81,26.0,Low
FAN034502,2026-06-29,Seattle,Converted Fan,Email Campaign,45-54,Male,Mexico,True,True,0,1,1,407.8,30.9,High
FAN034503,2026-07-13,Chicago,Converted Fan,Social Media,45-54,Female,Other,False,False,0,1,1,343.79,45.7,High
FAN034504,2026-07-12,Chicago,Lapsed Fan,Social Media,45-54,Male,USA,False,True,0,0,0,157.1,45.6,Low
FAN034505,2026-09-17,Chicago,Converted Fan,TV Promotion,18-24,Male,USA,True,False,0,0,1,402.85,0.0,High
FAN034506,2026-08-08,Chicago,New to Soccer,Email Campaign,25-34,Female,Mexico,True,True,1,0,1,89.96,29.0,Medium
FAN034507,2026-08-23,Chicago,New to Soccer,In-Stadium,35-44,Male,Other,True,True,0,0,0,113.73,75.3,Medium
FAN034508,2026-09-03,New York,Converted Fan,Social Media,35-44,Female,Mexico,True,False,1,1,1,468.54,63.7,Medium
FAN034509,2026-08-10,New York,Casual Viewer,Organic Search,18-24,Female,USA,False,False,0,0,1,137.63,96.5,Medium
FAN034510,2026-06-30,Boston,Converted Fan,Digital Ad,25-34,Male,USA,False,False,1,1,1,388.03,30.6,Low
FAN034511,2026-06-25,Chicago,Lapsed Fan,Social Media,35-44,Male,USA,True,True,1,1,0,166.53,53.8,Low
FAN034512,2026-07-11,Houston,Converted Fan,Digital Ad,35-44,Female,Mexico,True,True,0,0,1,361.89,97.3,Medium
FAN034513,2026-07-23,Los Angeles,Converted Fan,In-Stadium,55+,Female,USA,True,False,0,1,1,423.92,85.7,High
