fan_id,segment,campaign_type,emails_sent,email_open_rate,click_through_rate,app_sessions_30d,push_opt_in,days_since_last_touch,journey_stage,revenue_generated_usd
FAN034722,Converted Fan,Content Newsletter,2,0.361,0.094,1,True,7,Conversion,30.46
FAN034723,New to Soccer,Re-engagement,6,0.416,0.075,38,False,68,Consideration,224.53
FAN034724,Casual Viewer,Merchandise Offer,4,0.33,0.053,19,False,30,Conversion,30.42
FAN034725,New to Soccer,Merchandise Offer,11,0.54,0.166,43,False,43,Conversion,1.17
FAN034726,Casual Viewer,Welcome Series,5,0.487,0.067,26,True,22,Loyalty,25.19
FAN034727,Converted Fan,Loyalty Reward,11,0.209,0.045,42,True,12,Conversion,65.77
FAN034728,Casual Viewer,Content Newsletter,4,0.386,0.125,17,False,44,Loyalty,46.85
FAN034729,Lapsed Fan,Loyalty Reward,10,0.355,0.116,22,True,41,Awareness,143.16
FAN034730,Converted Fan,Welcome Series,1,0.513,0.157,15,True,89,Awareness,1.05
FAN034731,New to Soccer,Loyalty Reward,2,0.313,0.103,11,False,53,Awareness,49.67
FAN034732,Lapsed Fan,Welcome Series,9,0.313,0.01,24,True,72,Loyalty,35.61
FAN034733,Casual Viewer,Ticket Upsell,1,0.488,0.016,5,False,17,Consideration,228.73
FAN034734,Converted Fan,Ticket Upsell,7,0.31,0.171,14,True,44,Consideration,23.07
FAN034735,Lapsed Fan,Ticket Upsell,5,0.34,0.105,44,True,64,Loyalty,15.79
FAN034736,Lapsed Fan,Re-engagement,6,0.214,0.09,27,True,37,Awareness,84.64
FAN034737,New to Soccer,Re-engagement,5,0.271,0.122,16,False,0,Awareness,229.53
FAN034738,Converted Fan,Ticket Upsell,8,0.26,0.095,17,False,67,Awareness,52.29
FAN034739,Converted Fan,Ticket Upsell,9,0.408,0.115,33,False,63,Churned,18.96
FAN034740,New to Soccer,Re-engagement,4,0.307,0.157,5,True,7,Awareness,40.6
FAN034741,Casual Viewer,Content Newsletter,7,0.241,0.126,44,False,4,Consideration,462.14
FAN034742,Lapsed Fan,Loyalty Reward,9,0.308,0.107,8,False,31,Consideration,82.27
FAN034743,Casual Viewer,Loyalty Reward,7,0.369,0.064,14,True,48,Awareness,143.03
FAN034744,Converted Fan,Loyalty Reward,5,0.421,0.072,36,True,89,Awareness,44.66
FAN034745,Casual Viewer,Welcome Series,10,0.477,0.045,1,True,55,Consideration,126.8
FAN034746,Casual Viewer,Content Newsletter,9,0.341,0.025,8,False,60,Consideration,239.37
FAN034747,Converted Fan,Merchandise Offer,11,0.05,0.052,11,True,34,Awareness,4.13
FAN034748,Casual Viewer,Welcome Series,1,0.426,0.102,38,True,76,Loyalty,47.09
FAN034749,Lapsed Fan,Ticket Upsell,3,0.372,0.01,23,False,62,Awareness,56.2
FAN034750,Lapsed Fan,Re-engagement,5,0.246,0.028,13,True,9,Awareness,26.84
FAN034751,Casual Viewer,Re-engagement,1,0.452,0.095,7,True,65,Awareness,7.08
FAN034752,Casual Viewer,Loyalty Reward,11,0.299,0.094,44,False,74,Consideration,113.32
FAN034753,Casual Viewer,Merchandise Offer,3,0.376,0.01,1,False,85,Conversion,80.83
FAN034754,Lapsed Fan,Welcome Series,1,0.326,0.057,28,True,43,Loyalty,108.45
FAN034755,New to Soccer,Welcome Series,8,0.542,0.072,35,False,26,Churned,37.01
FAN034756,Lapsed Fan,Welcome Series,3,0.533,0.034,34,True,77,Awareness,99.51
FAN034757,Casual Viewer,Ticket Upsell,4,0.349,0.06,15,False,69,Awareness,62.09
FAN034758,Casual Viewer,Content Newsletter,11,0.483,0.158,12,False,52,Loyalty,95.82
FAN034759,Casual Viewer,Loyalty Reward,8,0.338,0.105,6,True,85,Conversion,40.02
FAN034760,Converted Fan,Loyalty Reward,8,0.317,0.126,26,False,76,Awareness,84.24
FAN034761,Casual Viewer,Re-engagement,6,0.289,0.04,41,True,45,Awareness,111.15
FAN034762,New to Soccer,Re-engagement,4,0.461,0.075,5,False,68,Awareness,26.64
FAN034763,Lapsed Fan,Merchandise Offer,1,0.369,0.062,43,False,78,Awareness,8.28
FAN034764,Converted Fan,Merchandise Offer,5,0.302,0.091,35,False,84,Conversion,122.12
FAN034765,Casual Viewer,Welcome Series,8,0.302,0.037,35,False,27,Awareness,52.72
FAN034766,New to Soccer,Ticket Upsell,7,0.217,0.029,6,False,23,Loyalty,126.19
FAN034767,Casual Viewer,Content Newsletter,9,0.314,0.052,4,False,50,Loyalty,276.72
FAN034768,Lapsed Fan,Re-engagement,9,0.557,0.076,37,True,82,Awareness,77.06
FAN034769,New to Soccer,Loyalty Reward,8,0.412,0.054,33,False,13,Consideration,58.87
FAN034770,New to Soccer,Welcome Series,2,0.502,0.178,11,False,15,Loyalty,168.91
FAN034771,Casual Viewer,Content Newsletter,11,0.54,0.052,14,True,67,Awareness,26.02
FAN034772,Converted Fan,Ticket Upsell,9,0.528,0.122,10,False,69,Awareness,135.63
FAN034773,Lapsed Fan,Welcome Series,5,0.401,0.108,43,False,35,Loyalty,241.09
FAN034774,Converted Fan,Loyalty Reward,5,0.363,0.113,32,True,22,Loyalty,27.42
FAN034775,New to Soccer,Loyalty Reward,5,0.431,0.048,33,True,36,Conversion,88.03
FAN034776,Converted Fan,Content Newsletter,5,0.251,0.038,4,False,89,Churned,75.98
FAN034777,Lapsed Fan,Welcome Series,1,0.274,0.06,41,False,86,Awareness,83.67
FAN034778,Casual Viewer,Loyalty Reward,3,0.25,0.205,4,True,50,Conversion,13.34
FAN034779,Converted Fan,Welcome Series,3,0.238,0.062,3,True,4,Loyalty,72.91
FAN034780,Converted Fan,Ticket Upsell,11,0.494,0.169,30,True,35,Consideration,57.88
FAN034781,Converted Fan,Merchandise Offer,10,0.548,0.037,30,True,52,Loyalty,7.54
FAN034782,Converted Fan,Loyalty Reward,6,0.3,0.046,10,False,25,Awareness,6.71
FAN034783,New to Soccer,Merchandise Offer,6,0.328,0.148,40,True,33,Awareness,206.72
FAN034784,Lapsed Fan,Merchandise Offer,3,0.101,0.037,32,True,79,Conversion,7.26
FAN034785,New to Soccer,Ticket Upsell,10,0.219,0.061,29,True,15,Churned,37.58
FAN034786,Lapsed Fan,Ticket Upsell,1,0.247,0.015,41,False,3,Churned,215.29
FAN034787,Casual Viewer,Welcome Series,5,0.458,0.059,26,True,7,Consideration,119.72
FAN034788,Casual Viewer,Welcome Series,8,0.394,0.01,9,True,36,Churned,96.58
FAN034789,Lapsed Fan,Re-engagement,3,0.347,0.051,10,True,28,Awareness,183.02
FAN034790,Lapsed Fan,Re-engagement,6,0.358,0.08,44,True,16,Awareness,83.61
FAN034791,Converted Fan,Ticket Upsell,2,0.414,0.01,21,False,17,Consideration,1.77
FAN034792,New to Soccer,Loyalty Reward,4,0.313,0.08,12,False,81,Awareness,393.86
FAN034793,Lapsed Fan,Re-engagement,8,0.262,0.167,36,False,35,Conversion,43.59
FAN034794,Lapsed Fan,Welcome Series,1,0.291,0.01,27,True,13,Loyalty,22.32
FAN034795,Converted Fan,Ticket Upsell,2,0.475,0.053,2,True,8,Loyalty,83.2
FAN034796,Casual Viewer,Ticket Upsell,8,0.377,0.062,2,True,4,Conversion,51.72
FAN034797,Casual Viewer,Loyalty Reward,10,0.386,0.071,19,False,21,Conversion,11.91
FAN034798,Casual Viewer,Merchandise Offer,11,0.571,0.01,13,True,7,Consideration,21.43
FAN034799,Converted Fan,Welcome Series,7,0.508,0.133,0,False,49,Loyalty,0.98
FAN034800,Casual Viewer,Merchandise Offer,9,0.456,0.083,10,False,29,Loyalty,143.46
FAN034801,New to Soccer,Merchandise Offer,2,0.374,0.088,23,True,87,Awareness,46.24
FAN034802,Casual Viewer,Welcome Series,5,0.287,0.031,23,True,34,Awareness,30.45
FAN034803,Converted Fan,Loyalty Reward,4,0.357,0.097,8,True,86,Consideration,95.34
FAN034804,Casual Viewer,Merchandise Offer,3,0.383,0.066,23,True,42,Awareness,168.66
FAN034805,Lapsed Fan,Content Newsletter,9,0.085,0.01,27,True,19,Awareness,43.47
FAN034806,Lapsed Fan,Loyalty Reward,3,0.306,0.148,37,True,42,Churned,60.33
FAN034807,Converted Fan,Content Newsletter,8,0.219,0.122,0,True,86,Consideration,19.38
FAN034808,Converted Fan,Content Newsletter,5,0.322,0.01,10,False,36,Awareness,37.61
FAN034809,Lapsed Fan,Re-engagement,2,0.131,0.111,24,False,21,Consideration,11.48
FAN034810,Converted Fan,Re-engagement,4,0.376,0.136,13,False,78,Conversion,15.01
FAN034811,Casual Viewer,Merchandise Offer,8,0.279,0.077,32,True,41,Conversion,31.38
FAN034812,New to Soccer,Merchandise Offer,10,0.258,0.13,39,False,53,Awareness,27.45
FAN034813,Converted Fan,Content Newsletter,10,0.262,0.198,27,True,42,Consideration,94.71
FAN034814,Casual Viewer,Content Newsletter,7,0.32,0.11,11,False,81,Awareness,13.97
FAN034815,Casual Viewer,Content Newsletter,2,0.224,0.089,3,True,62,Churned,95.42
FAN034816,Converted Fan,Merchandise Offer,3,0.291,0.041,24,True,14,Awareness,71.15
FAN034817,Casual Viewer,Welcome Series,9,0.324,0.052,34,False,43,Conversion,3.53
FAN034818,Converted Fan,Welcome Series,4,0.213,0.111,44,True,45,Awareness,21.78
FAN034819,Casual Viewer,Ticket Upsell,7,0.358,0.01,28,False,34,Consideration,48.55
FAN034820,Converted Fan,Content Newsletter,8,0.301,0.026,17,True,65,Awareness,49.78
FAN034821,Casual Viewer,Loyalty Reward,10,0.29,0.101,44,True,39,Loyalty,133.14
FAN034822,New to Soccer,Merchandise Offer,7,0.437,0.073,10,False,69,Awareness,29.91
FAN034823,Casual Viewer,Content Newsletter,5,0.247,0.033,40,False,29,Conversion,26.01
FAN034824,Converted Fan,Content Newsletter,8,0.136,0.148,40,False,65,Consideration,118.71
FAN034825,Casual Viewer,Merchandise Offer,2,0.271,0.041,22,False,49,Consideration,103.75
FAN034826,Converted Fan,Content Newsletter,8,0.148,0.074,1,False,82,Consideration,12.58
FAN034827,Converted Fan,Merchandise Offer,7,0.261,0.137,5,True,32,Conversion,5.32
FAN034828,Casual Viewer,Loyalty Reward,11,0.228,0.051,16,False,13,Consideration,8.94
FAN034829,Converted Fan,Merchandise Offer,9,0.642,0.184,39,False,34,Awareness,65.33
FAN034830,Lapsed Fan,Merchandise Offer,11,0.269,0.034,43,False,1,Churned,37.41
FAN034831,Casual Viewer,Content Newsletter,2,0.394,0.141,14,False,37,Consideration,34.84
FAN034832,Lapsed Fan,Content Newsletter,4,0.288,0.181,5,True,70,Churned,53.78
FAN034833,Casual Viewer,Loyalty Reward,6,0.415,0.01,24,True,74,Consideration,99.33
FAN034834,Converted Fan,Re-engagement,3,0.485,0.077,30,False,10,Consideration,208.61
FAN034835,Casual Viewer,Merchandise Offer,2,0.418,0.011,28,False,16,Awareness,72.7
FAN034836,Lapsed Fan,Content Newsletter,11,0.302,0.082,15,False,70,Churned,168.76
FAN034837,Casual Viewer,Content Newsletter,7,0.173,0.17,29,False,2,Consideration,131.15
FAN034838,Converted Fan,Content Newsletter,3,0.314,0.049,24,False,79,Consideration,272.05
FAN034839,Lapsed Fan,Ticket Upsell,10,0.457,0.056,8,True,73,Loyalty,72.32
FAN034840,New to Soccer,Ticket Upsell,5,0.05,0.117,31,False,74,Consideration,68.63
FAN034841,Casual Viewer,Loyalty Reward,11,0.237,0.036,6,False,45,Churned,54.74
FAN034842,Lapsed Fan,Welcome Series,7,0.347,0.018,8,False,30,Loyalty,97.89
FAN034843,Lapsed Fan,Re-engagement,11,0.238,0.102,22,False,85,Consideration,136.87
FAN034844,Lapsed Fan,Merchandise Offer,8,0.205,0.107,42,False,12,Consideration,58.51
FAN034845,New to Soccer,Content Newsletter,6,0.56,0.171,12,False,27,Awareness,144.35
FAN034846,Converted Fan,Merchandise Offer,7,0.05,0.074,41,True,34,Conversion,21.06
FAN034847,Lapsed Fan,Ticket Upsell,11,0.327,0.133,7,True,59,Consideration,19.7
FAN034848,Converted Fan,Content Newsletter,4,0.302,0.185,35,True,49,Conversion,109.42
FAN034849,Casual Viewer,Loyalty Reward,4,0.215,0.019,14,False,22,Conversion,165.99
FAN034850,Casual Viewer,Welcome Series,2,0.302,0.026,27,True,64,Conversion,3.67
FAN034851,Casual Viewer,Merchandise Offer,4,0.358,0.084,4,True,67,Loyalty,282.5
FAN034852,Casual Viewer,Loyalty Reward,4,0.237,0.172,42,False,63,Conversion,35.87
FAN034853,Lapsed Fan,Content Newsletter,10,0.373,0.199,10,True,72,Awareness,23.91
FAN034854,Casual Viewer,Merchandise Offer,3,0.271,0.031,31,False,20,Consideration,12.74
FAN034855,Lapsed Fan,Loyalty Reward,3,0.253,0.132,19,False,75,Consideration,118.37
FAN034856,Casual Viewer,Ticket Upsell,6,0.282,0.057,12,False,74,Loyalty,178.06
FAN034857,New to Soccer,Re-engagement,8,0.487,0.087,44,True,78,Conversion,121.03
FAN034858,New to Soccer,Content Newsletter,4,0.397,0.117,6,False,36,Loyalty,215.04
FAN034859,Lapsed Fan,Merchandise Offer,5,0.437,0.042,14,True,88,Awareness,84.51
FAN034860,Casual Viewer,Welcome Series,2,0.206,0.077,19,True,21,Conversion,36.3
FAN034861,Casual Viewer,Merchandise Offer,4,0.411,0.145,20,True,69,Loyalty,29.19
FAN034862,New to Soccer,Loyalty Reward,6,0.329,0.154,29,False,64,Churned,125.62
FAN034863,Casual Viewer,Welcome Series,5,0.408,0.118,4,True,57,Consideration,134.74
FAN034864,Lapsed Fan,Loyalty Reward,7,0.382,0.056,41,False,56,Conversion,27.65
FAN034865,Casual Viewer,Merchandise Offer,1,0.307,0.089,3,True,77,Loyalty,156.01
FAN034866,Converted Fan,Ticket Upsell,7,0.41,0.101,10,False,3,Consideration,167.22
FAN034867,New to Soccer,Ticket Upsell,11,0.368,0.179,18,True,1,Conversion,58.13
FAN034868,Casual Viewer,Loyalty Reward,4,0.328,0.185,19,False,10,Consideration,10.88
FAN034869,Casual Viewer,Ticket Upsell,3,0.491,0.089,39,False,83,Consideration,234.69
FAN034870,Lapsed Fan,Re-engagement,9,0.529,0.065,10,True,75,Loyalty,23.76
FAN034871,New to Soccer,Content Newsletter,9,0.386,0.088,20,False,27,Conversion,76.39
FAN034872,Casual Viewer,Loyalty Reward,3,0.334,0.069,6,True,30,Awareness,53.15
FAN034873,Converted Fan,Re-engagement,6,0.364,0.023,43,True,80,Churned,340.53
FAN034874,Casual Viewer,Welcome Series,4,0.473,0.123,10,True,33,Loyalty,28.76
FAN034875,Casual Viewer,Merchandise Offer,1,0.244,0.108,19,False,70,Conversion,193.28
FAN034876,New to Soccer,Merchandise Offer,4,0.192,0.083,34,False,34,Awareness,63.28
FAN034877,Casual Viewer,Welcome Series,4,0.703,0.125,16,True,53,Conversion,69.75
FAN034878,Casual Viewer,Welcome Series,9,0.578,0.065,9,True,82,Loyalty,113.98
FAN034879,Converted Fan,Merchandise Offer,5,0.374,0.044,3,True,3,Loyalty,47.03
FAN034880,Lapsed Fan,Re-engagement,7,0.237,0.107,6,False,80,Consideration,111.9
FAN034881,Casual Viewer,Merchandise Offer,11,0.336,0.075,16,False,19,Consideration,166.76
FAN034882,Converted Fan,Merchandise Offer,3,0.339,0.02,44,False,54,Churned,75.36
FAN034883,New to Soccer,Ticket Upsell,11,0.368,0.08,27,True,21,Consideration,35.12
FAN034884,Casual Viewer,Merchandise Offer,11,0.59,0.085,13,True,29,Loyalty,147.59
FAN034885,Casual Viewer,Ticket Upsell,7,0.448,0.147,20,False,5,Loyalty,11.88
FAN034886,Lapsed Fan,Content Newsletter,6,0.235,0.038,13,True,20,Consideration,30.82
FAN034887,Casual Viewer,Ticket Upsell,2,0.278,0.128,19,False,89,Churned,5.14
FAN034888,Converted Fan,Content Newsletter,8,0.29,0.104,13,True,42,Conversion,69.14
FAN034889,Converted Fan,Re-engagement,3,0.242,0.108,10,True,74,Consideration,10.05
FAN034890,Converted Fan,Loyalty Reward,3,0.286,0.161,9,False,4,Consideration,158.76
FAN034891,Casual Viewer,Re-engagement,3,0.327,0.066,42,True,83,Loyalty,62.76
FAN034892,Casual Viewer,Re-engagement,9,0.325,0.037,19,False,44,Awareness,3.59
FAN034893,Casual Viewer,Welcome Series,4,0.163,0.133,40,True,83,Loyalty,71.65
FAN034894,Converted Fan,Loyalty Reward,2,0.531,0.087,28,False,72,Loyalty,188.53
FAN034895,Converted Fan,Welcome Series,10,0.416,0.158,24,False,6,Conversion,20.98
FAN034896,New to Soccer,Ticket Upsell,10,0.362,0.01,9,False,17,Churned,16.38
FAN034897,New to Soccer,Ticket Upsell,9,0.598,0.128,22,True,24,Churned,62.88
FAN034898,Converted Fan,Content Newsletter,3,0.05,0.178,8,True,26,Awareness,10.49
FAN034899,New to Soccer,Re-engagement,10,0.201,0.156,42,True,7,Consideration,84.5
FAN034900,Converted Fan,Welcome Series,6,0.214,0.01,7,True,1,Churned,150.13
FAN034901,Converted Fan,Loyalty Reward,6,0.388,0.07,20,False,13,Conversion,90.15
FAN034902,Casual Viewer,Loyalty Reward,10,0.393,0.131,10,False,6,Awareness,75.58
FAN034903,Converted Fan,Loyalty Reward,2,0.312,0.107,32,True,47,Conversion,142.72
FAN034904,Lapsed Fan,Ticket Upsell,2,0.387,0.071,9,False,52,Churned,2.0
FAN034905,Lapsed Fan,Merchandise Offer,5,0.208,0.065,32,True,26,Conversion,4.82
FAN034906,Converted Fan,Content Newsletter,7,0.417,0.138,37,False,65,Awareness,111.36
FAN034907,Casual Viewer,Re-engagement,11,0.611,0.01,1,True,79,Consideration,34.23
FAN034908,Lapsed Fan,Content Newsletter,8,0.24,0.125,3,True,40,Awareness,2.06
FAN034909,Lapsed Fan,Loyalty Reward,6,0.246,0.039,37,True,44,Consideration,181.28
FAN034910,New to Soccer,Loyalty Reward,4,0.407,0.13,24,False,77,Loyalty,4.62
FAN034911,Lapsed Fan,Ticket Upsell,4,0.236,0.054,37,False,19,Churned,101.38
FAN034912,Converted Fan,Content Newsletter,11,0.216,0.091,40,False,1,Awareness,56.08
FAN034913,New to Soccer,Welcome Series,11,0.297,0.126,4,True,55,Consideration,81.7
FAN034914,Converted Fan,Ticket Upsell,9,0.287,0.123,33,False,60,Consideration,86.44
FAN034915,Lapsed Fan,Loyalty Reward,4,0.124,0.141,3,False,19,Consideration,153.35
FAN034916,Casual Viewer,Re-engagement,3,0.216,0.05,27,True,14,Conversion,36.92
FAN034917,Converted Fan,Re-engagement,11,0.337,0.042,15,True,75,Consideration,42.28
FAN034918,Casual Viewer,Content Newsletter,3,0.259,0.135,37,False,2,Awareness,49.62
FAN034919,Casual Viewer,Welcome Series,9,0.327,0.162,40,True,1,Loyalty,4.33
FAN034920,Converted Fan,Loyalty Reward,1,0.484,0.091,12,False,89,Consideration,79.82
FAN034921,Casual Viewer,Re-engagement,8,0.195,0.145,23,True,39,Loyalty,37.59
FAN034922,Converted Fan,Ticket Upsell,7,0.408,0.028,12,True,18,Churned,80.52
FAN034923,Casual Viewer,Ticket Upsell,9,0.461,0.168,16,False,30,Loyalty,68.11
FAN034924,Converted Fan,Content Newsletter,1,0.234,0.105,39,True,11,Consideration,62.64
FAN034925,Lapsed Fan,Loyalty Reward,10,0.526,0.048,10,False,58,Churned,95.94
FAN034926,New to Soccer,Ticket Upsell,2,0.223,0.217,43,False,24,Awareness,14.74
FAN034927,Casual Viewer,Re-engagement,1,0.468,0.091,6,True,69,Consideration,57.3
FAN034928,Converted Fan,Welcome Series,3,0.253,0.076,28,True,57,Conversion,0.19
FAN034929,Converted Fan,Loyalty Reward,4,0.505,0.065,9,False,10,Consideration,9.81
FAN034930,Converted Fan,Merchandise Offer,4,0.526,0.108,7,False,10,Conversion,58.95
FAN034931,Converted Fan,Re-engagement,3,0.35,0.147,37,True,50,Conversion,49.66
FAN034932,New to Soccer,Welcome Series,7,0.503,0.08,40,False,80,Awareness,18.86
FAN034933,New to Soccer,Welcome Series,11,0.461,0.093,27,True,70,Conversion,51.26
FAN034934,Casual Viewer,Welcome Series,11,0.303,0.13,41,False,9,Churned,62.59
FAN034935,Converted Fan,Content Newsletter,7,0.195,0.156,40,False,71,Loyalty,0.18
FAN034936,Converted Fan,Content Newsletter,10,0.251,0.131,12,False,87,Conversion,115.14
FAN034937,New to Soccer,Ticket Upsell,7,0.406,0.026,41,True,69,Consideration,99.03
FAN034938,Lapsed Fan,Welcome Series,8,0.406,0.044,44,False,77,Loyalty,1.48
FAN034939,Converted Fan,Content Newsletter,10,0.324,0.077,42,False,48,Awareness,14.98
FAN034940,Casual Viewer,Loyalty Reward,3,0.366,0.058,30,False,33,Consideration,80.53
FAN034941,Casual Viewer,Loyalty Reward,9,0.35,0.05,6,True,71,Consideration,71.38
FAN034942,Converted Fan,Ticket Upsell,6,0.138,0.01,18,True,69,Churned,18.19
FAN034943,Casual Viewer,Welcome Series,5,0.48,0.097,43,False,56,Consideration,2.29
FAN034944,Casual Viewer,Ticket Upsell,4,0.067,0.043,16,False,32,Awareness,117.08
FAN034945,New to Soccer,Welcome Series,3,0.216,0.12,35,True,49,Conversion,1.41
FAN034946,Casual Viewer,Merchandise Offer,10,0.215,0.217,15,True,22,Conversion,137.21
FAN034947,New to Soccer,Loyalty Reward,10,0.266,0.104,25,True,35,Consideration,38.97
FAN034948,Casual Viewer,Welcome Series,7,0.286,0.064,28,False,59,Awareness,6.77
FAN034949,New to Soccer,Content Newsletter,5,0.388,0.144,17,True,1,Awareness,67.48
FAN034950,New to Soccer,Welcome Series,8,0.31,0.048,39,False,66,Awareness,111.54
FAN034951,Lapsed Fan,Re-engagement,11,0.277,0.172,5,False,20,Conversion,38.7
FAN034952,Converted Fan,Loyalty Reward,8,0.251,0.045,4,True,66,Churned,7.4
FAN034953,Converted Fan,Ticket Upsell,11,0.395,0.01,20,True,50,Churned,78.36
FAN034954,New to Soccer,Content Newsletter,5,0.228,0.037,10,False,77,Awareness,47.3
FAN034955,New to Soccer,Re-engagement,3,0.274,0.091,36,False,41,Awareness,0.3
FAN034956,Converted Fan,Re-engagement,7,0.302,0.094,13,True,52,Consideration,42.38
FAN034957,Converted Fan,Ticket Upsell,7,0.326,0.104,7,True,41,Awareness,70.11
FAN034958,Casual Viewer,Loyalty Reward,11,0.336,0.047,8,True,50,Conversion,48.41
FAN034959,Casual Viewer,Merchandise Offer,1,0.436,0.025,34,True,89,Loyalty,246.5
FAN034960,Converted Fan,Content Newsletter,4,0.147,0.15,28,False,34,Consideration,267.32
FAN034961,Converted Fan,Ticket Upsell,10,0.201,0.157,12,False,41,Consideration,34.51
FAN034962,Casual Viewer,Ticket Upsell,4,0.285,0.065,41,False,46,Conversion,32.83
FAN034963,Converted Fan,Loyalty Reward,6,0.264,0.126,29,True,51,Consideration,125.28
FAN034964,New to Soccer,Content Newsletter,9,0.549,0.113,39,False,61,Consideration,55.76
FAN034965,New to Soccer,Welcome Series,4,0.21,0.105,27,True,41,Awareness,90.16
FAN034966,Casual Viewer,Merchandise Offer,11,0.219,0.14,6,False,54,Awareness,170.61
FAN034967,Lapsed Fan,Merchandise Offer,6,0.284,0.141,16,True,19,Consideration,228.73
FAN034968,Lapsed Fan,Loyalty Reward,8,0.213,0.128,20,False,83,Awareness,78.65
FAN034969,Lapsed Fan,Re-engagement,9,0.358,0.08,10,False,59,Churned,50.24
FAN034970,Casual Viewer,Welcome Series,11,0.145,0.121,24,False,86,Loyalty,106.36
FAN034971,Casual Viewer,Welcome Series,2,0.393,0.016,9,False,29,Churned,56.23
FAN034972,Converted Fan,Merchandise Offer,10,0.398,0.035,16,False,38,Loyalty,3.0
FAN034973,New to Soccer,Loyalty Reward,8,0.429,0.127,27,False,29,Loyalty,39.04
FAN034974,Casual Viewer,Content Newsletter,1,0.579,0.01,15,True,64,Awareness,61.11
FAN034975,Converted Fan,Re-engagement,9,0.285,0.068,26,True,56,Consideration,145.86
FAN034976,Casual Viewer,Re-engagement,6,0.386,0.099,24,True,74,Churned,3.25
FAN034977,New to Soccer,Welcome Series,6,0.194,0.198,14,False,59,Churned,230.86
FAN034978,Casual Viewer,Content Newsletter,6,0.449,0.06,36,True,17,Loyalty,87.76
FAN034979,Converted Fan,Welcome Series,2,0.403,0.058,0,True,5,Loyalty,10.01
FAN034980,New to Soccer,Content Newsletter,8,0.376,0.075,32,False,3,Conversion,74.45
FAN034981,New to Soccer,Merchandise Offer,3,0.487,0.14,35,False,82,Awareness,91.52
FAN034982,Casual Viewer,Loyalty Reward,7,0.414,0.106,39,False,87,Conversion,0.22
FAN034983,Lapsed Fan,Welcome Series,5,0.392,0.121,10,True,17,Awareness,5.97
FAN034984,New to Soccer,Ticket Upsell,5,0.506,0.115,1,True,25,Consideration,218.58
FAN034985,Converted Fan,Content Newsletter,4,0.447,0.077,34,True,20,Conversion,261.89
FAN034986,Converted Fan,Ticket Upsell,8,0.294,0.057,5,True,70,Loyalty,33.69
FAN034987,Converted Fan,Content Newsletter,3,0.324,0.142,33,True,22,Consideration,26.6
FAN034988,Lapsed Fan,Re-engagement,10,0.205,0.01,18,False,41,Awareness,101.11
FAN034989,Lapsed Fan,Ticket Upsell,5,0.351,0.05,38,False,72,Loyalty,30.24
FAN034990,Casual Viewer,Re-engagement,7,0.401,0.15,14,True,60,Awareness,102.19
FAN034991,Converted Fan,Merchandise Offer,5,0.312,0.114,39,False,11,Churned,131.52
FAN034992,Casual Viewer,Ticket Upsell,9,0.346,0.084,43,False,44,Conversion,22.2
FAN034993,Lapsed Fan,Re-engagement,10,0.494,0.107,32,True,52,Loyalty,92.72
FAN034994,Converted Fan,Re-engagement,3,0.393,0.202,14,False,48,Loyalty,258.75
FAN034995,Converted Fan,Merchandise Offer,7,0.484,0.128,18,True,35,Conversion,64.74
FAN034996,Casual Viewer,Merchandise Offer,11,0.05,0.175,18,True,67,Consideration,41.66
FAN034997,New to Soccer,Ticket Upsell,1,0.275,0.104,10,True,10,Conversion,40.77
FAN034998,Casual Viewer,Merchandise Offer,9,0.249,0.056,6,True,5,Awareness,67.36
FAN034999,Converted Fan,Merchandise Offer,2,0.352,0.099,43,True,82,Conversion,19.38
FAN035000,Converted Fan,Merchandise Offer,6,0.3,0.057,29,False,84,Loyalty,17.79
FAN035001,Lapsed Fan,Welcome Series,2,0.399,0.09,18,True,78,Consideration,41.02
FAN035002,Converted Fan,Ticket Upsell,8,0.511,0.086,22,False,0,Loyalty,62.93
FAN035003,Converted Fan,Loyalty Reward,3,0.184,0.155,7,False,72,Consideration,10.22
FAN035004,Converted Fan,Merchandise Offer,2,0.282,0.061,37,False,55,Conversion,27.96
FAN035005,New to Soccer,Re-engagement,6,0.189,0.062,26,False,26,Consideration,76.01
FAN035006,Casual Viewer,Merchandise Offer,8,0.225,0.01,37,False,85,Consideration,16.87
FAN035007,Converted Fan,Merchandise Offer,7,0.342,0.09,43,False,77,Loyalty,73.41
FAN035008,Casual Viewer,Content Newsletter,10,0.348,0.09,8,True,6,Loyalty,7.95
FAN035009,Casual Viewer,Content Newsletter,3,0.431,0.08,39,True,66,Awareness,6.01
FAN035010,Converted Fan,Loyalty Reward,9,0.266,0.079,16,True,13,Churned,90.39
FAN035011,Casual Viewer,Welcome Series,10,0.239,0.033,18,True,27,Awareness,138.9
FAN035012,Casual Viewer,Re-engagement,9,0.646,0.137,17,False,17,Churned,0.71
FAN035013,Converted Fan,Loyalty Reward,8,0.297,0.089,38,True,84,Loyalty,31.19
FAN035014,Converted Fan,Re-engagement,6,0.312,0.01,6,True,35,Loyalty,12.0
FAN035015,Casual Viewer,Loyalty Reward,9,0.217,0.065,38,True,20,Conversion,47.51
FAN035016,Casual Viewer,Re-engagement,4,0.42,0.055,5,True,81,Conversion,52.3
FAN035017,Casual Viewer,Re-engagement,9,0.457,0.111,6,False,22,Consideration,78.04
